iter	RMSE
152	885.2921011
153	884.4955424
154	883.5693188
155	882.9773639
156	881.75955
157	880.8565094
158	879.6167951
159	879.4356033
160	878.3421235
161	877.7910226
162	875.7529644
163	872.6227864
164	872.100115
165	871.5373288
166	870.9262478
167	870.5813411
168	869.6916829
169	869.3840318
170	868.1863403
171	867.2370166
172	866.512803
173	865.7576813
174	864.4027786
175	863.292594
176	862.8599647
177	862.1921974
178	861.2767374
179	860.0851804
180	858.0310201
181	856.7232911
182	856.4307241
183	855.729153
184	855.4133101
185	854.8409024
186	853.9759214
187	853.545338
188	852.2421567
189	849.1826627
190	848.0656239
191	847.5439197
192	846.6794356
193	844.8207076
194	843.857387
195	841.6493506
196	841.1393957
197	840.0434073
198	839.5136335
199	838.6386351
200	837.7764858
201	837.2043797
202	835.7243173
203	834.7893857
204	834.3688207
205	833.9590213
206	832.9996577
207	832.4305487
208	830.9406986
209	830.6732827
210	830.2986741
211	829.5105431
212	829.2250134
213	828.4824751
214	828.1295202
215	827.658857
216	827.5331337
217	826.0420877
218	825.514102
219	824.4571813
220	824.3106141
221	823.7950944
222	823.3241546
223	822.8160277
224	822.269629
225	821.9455937
226	820.4716602
227	820.3623514
228	819.2305863
229	819.1069019
230	818.6924999
231	818.2521761
232	816.9134701
233	816.4246502
234	815.977862
235	815.0647836
236	814.3873265
237	812.000563
238	810.9034994
239	810.7206564
240	809.3578628
241	808.8817483
242	808.3789045
243	807.2427752
244	806.3308174
245	805.642396
246	804.694017
247	803.7410812
248	802.9506165
249	802.3775387
250	802.1728067
251	799.7994508
252	798.5048336
253	797.4006152
254	796.4706071
255	795.9778566
256	795.4113034
257	795.2183582
258	793.775468
259	792.2260878
260	791.6441641
261	791.1957381
262	790.1115323
263	789.0489971
264	788.7236298
265	788.0640623
266	787.5876442
267	787.1246344
268	786.2609321
269	785.5391013
270	785.1792554
271	784.8641702
272	783.8819794
273	783.103376
274	782.1256028
275	781.2737235
276	780.4377988
277	779.814312
278	778.795772
279	778.1563686
280	778.0553746
281	777.2736361
282	776.5780912
283	776.0216535
284	775.5630915
285	774.9227103
286	774.2283423
287	773.8924491
288	773.4089728
289	772.6367872
290	772.239919
291	772.2033033
292	771.7935185
293	771.4857685
294	771.0594574
295	770.7119591
296	770.0716197
297	768.946671
298	768.6976522
299	767.9795248
300	767.3060995
301	766.7871877
302	765.9314095
303	765.0005799
304	764.3508748
305	763.982376
306	763.6205551
307	763.2589473
308	762.6054213
309	761.9148767
310	761.4777068
311	760.3130855
312	760.1249962
313	759.5402179
314	759.0735919
315	758.3091768
316	757.2826327
317	756.5756741
318	756.1883177
319	755.656339
320	755.1664039
321	754.9084011
322	754.4676071
323	753.676974
324	753.2030091
325	753.0094436
326	751.6660746
327	751.2004548
328	750.5814472
329	750.4595476
330	749.6446152
331	748.9826343
332	748.498211
333	748.4060186
334	748.2973109
335	747.7555878
336	747.4417262
337	746.2431126
338	745.6565381
339	744.9985426
340	743.8611605
341	743.3451265
342	742.3639522
343	741.74113
344	740.7076337
345	739.3597441
346	739.0155546
347	738.4575435
348	737.6634958
349	737.0322922
350	736.280702
351	735.6219542
352	735.2140495
353	734.8480766
354	734.485469
355	733.9105967
356	733.5462471
357	733.0812514
358	732.1180575
359	731.9906916
360	730.7016065
361	729.8978607
362	728.9901076
363	728.682256
364	728.4417336
365	728.0283451
366	727.1582341
367	726.498423
368	726.2006218
369	725.094887
370	724.1451721
371	723.0162517
372	721.8338268
373	721.1074696
374	720.5758593
375	719.5309009
376	718.9192457
377	718.3925453
378	718.03041
379	717.3717323
380	716.4344774
381	715.9005375
382	715.6438648
383	714.6520914
384	714.2074111
385	713.6658026
386	712.687934
387	711.7995017
388	710.3942363
389	709.5684046
390	709.2049927
391	708.685708
392	707.8705254
393	707.4071309
394	706.8210174
395	706.3033802
396	705.6325361
397	705.3239965
398	704.389935
399	703.486481
400	703.0103455
401	702.2454132
402	701.619608
403	701.2857062
404	700.0661237
405	699.4537141
406	698.9137756
407	698.5959801
408	698.0785771
409	697.4949593
410	696.8707619
411	696.6519258
412	696.2639456
413	695.37995
414	694.5282903
415	694.0052423
416	693.1539077
417	692.2096849
418	691.8520206
419	691.3189893
420	691.0426412
421	690.7728673
422	689.8523959
423	689.131874
424	688.6304075
425	687.5764733
426	686.9519063
427	686.4634233
428	685.3981254
429	684.3934047
430	683.9765164
431	683.4028012
432	683.1802421
433	682.5355858
434	682.3823763
435	682.0932019
436	681.5063283
437	681.1113708
438	680.6904974
439	680.2161119
440	679.8313702
441	678.5417749
442	678.1542754
443	676.6597161
444	676.3840219
445	675.8780374
446	675.5196435
447	674.1217252
448	673.8174689
449	673.4728134
450	673.1845988
451	672.6947428
452	671.6562154
453	671.4150258
454	670.921894
455	670.6124849
456	670.0345835
457	669.7157528
458	669.2615943
459	668.7347469
460	668.2578025
461	667.5590771
462	666.7899774
463	665.9040098
464	665.3977684
465	664.916522
466	664.2538287
467	664.0146734
468	663.6300885
469	662.771236
470	662.4730573
471	661.935402
472	661.8112718
473	661.5360217
474	661.1149788
475	660.9677294
476	660.0305795
477	659.4144597
478	659.1732946
479	658.2251095
480	657.969065
481	657.9158391
482	657.589905
483	657.2023264
484	657.0422808
485	656.5126383
486	656.1873655
487	655.7799254
488	655.5181658
489	655.1706063
490	654.1479328
491	653.0560234
492	652.8835358
493	652.0336596
494	652.0021103
495	651.4793321
496	650.8762066
497	650.3525219
498	649.7855529
499	649.6140172
500	649.2909862
501	648.6024031
502	648.2043837
503	647.9383355
504	647.0182207
505	646.5935319
506	646.2438939
507	645.9240682
508	645.429348
509	645.372293
510	644.588401
511	644.2812388
512	643.980842
513	643.0606677
514	642.9486625
515	642.3448101
516	641.9698361
517	641.5946998
518	641.2058932
519	640.5546569
520	639.8377653
521	639.4616878
522	639.092988
523	638.6671003
524	638.5947758
525	637.7605303
526	637.4800865
527	637.2099412
528	637.0583848
529	636.3101108
530	635.0681395
531	634.3568659
532	633.7819606
533	633.289993
534	633.0038421
535	632.3942249
536	632.3279354
537	631.1421497
538	630.3045362
539	629.9065026
540	629.7685796
541	629.5642253
542	629.4769253
543	629.1191279
544	628.8794736
545	628.4715924
546	627.976916
547	627.6327892
548	627.3758147
549	627.0529094
550	626.9687635
551	626.4515386
552	625.6383442
553	624.8508565
554	624.6691126
555	624.5969399
556	624.3200227
557	623.4396459
558	622.2980845
559	622.2703828
560	621.8404185
561	621.2018426
562	620.431819
563	619.7762484
564	619.1141711
565	618.4471928
566	617.6173936
567	617.312674
568	616.5523949
569	615.8473017
570	614.8223593
571	614.50687
572	613.6022046
573	612.9893341
574	612.5353039
575	612.2336276
576	611.8256485
577	611.3132334
578	611.0957821
579	610.792807
580	610.4266844
581	610.0922233
582	609.8552845
583	609.7681482
584	609.1995884
585	608.810599
586	608.5204078
587	608.4659583
588	607.7283493
589	607.6778201
590	607.0343513
591	606.5290492
592	606.1461174
593	605.4752679
594	604.9317878
595	603.805209
596	603.1976889
597	603.1236933
598	602.7589725
599	602.1832944
600	601.8510525
601	601.3756201
602	600.9265431
603	600.4962841
604	599.6533125
605	599.3241697
606	598.9817
607	598.6447222
608	598.0936031
609	597.5682273
610	597.3089304
611	596.8645847
612	596.6322776
613	596.17455
614	595.8413785
615	595.1779837
616	594.6062316
617	594.0480716
618	593.8500458
619	593.4107825
620	592.9148275
621	592.3244885
622	591.8085845
623	591.5031431
624	591.4347991
625	591.0646339
626	590.6108415
627	590.3415866
628	589.9401905
629	589.3436662
630	588.9303896
631	588.4999134
632	588.4408629
633	588.231066
634	587.7946484
635	586.961284
636	586.6045283
637	585.9207918
638	585.4742652
639	584.8699019
640	584.3746917
641	583.8646627
642	583.5166
643	582.9732372
644	582.482535
645	582.0773784
646	581.6640049
647	581.2378631
648	581.0462327
649	580.4137574
650	580.3419686
651	579.9028507
652	579.6429539
653	579.1632033
654	578.8814459
655	578.4260444
656	578.0603992
657	577.6141993
658	576.9790157
659	576.4405227
660	575.9533214
661	575.3979612
662	575.0940925
663	574.5638176
664	574.3492592
665	573.8892407
666	573.4504197
667	572.8660462
668	572.6681747
669	572.2662399
670	571.9603266
671	571.4633611
672	570.8796479
673	570.7244832
674	570.4706246
675	569.6942187
676	569.4169145
677	569.1470028
678	568.4060571
679	568.0681599
680	567.6165679
681	567.3284066
682	566.7846064
683	566.4028171
684	565.877093
685	565.284509
686	564.6543041
687	564.6245608
688	564.1573472
689	563.7745285
690	563.2799131
691	563.2331488
692	562.7723927
693	562.051331
694	561.7952052
695	561.3576903
696	561.0162269
697	560.7657428
698	560.6046429
699	560.2022062
700	559.9364051
701	559.4835568
702	558.8368062
703	558.1828621
704	557.4988393
705	557.4894845
706	557.3378797
707	556.9521773
708	556.6498329
709	555.6940859
710	555.5957988
711	555.4003823
712	555.1223098
713	554.7242204
714	554.5452987
715	554.2646055
716	553.6853331
717	552.8280626
718	552.537856
719	552.2480395
720	551.9909539
721	551.765778
722	551.3932969
723	550.9148835
724	550.5702019
725	549.9137875
726	549.4165076
727	548.9634717
728	548.4218115
729	548.2895557
730	547.9847024
731	547.5650339
732	547.3190997
733	547.124994
734	546.4859457
735	546.3723895
736	546.1457409
737	545.7938316
738	545.1768686
739	544.8015251
740	544.473585
741	544.0936801
742	543.7170546
743	543.5074824
744	543.1924818
745	542.6658163
746	542.4778033
747	541.9518753
748	541.4589432
749	541.1007131
750	540.754582
751	540.4731729
752	540.4540938
753	540.1397509
754	539.8578158
755	539.6092302
756	538.874056
757	538.7208011
758	538.5607689
759	538.2990245
760	537.8655525
761	537.4179888
762	537.1837937
763	537.1465695
764	536.5638579
765	536.1691648
766	535.8641888
767	535.1611374
768	535.0161674
769	534.7780636
770	534.4203702
771	534.148071
772	533.8053022
773	533.3084247
774	532.9681664
775	532.6158807
776	532.2669985
777	531.7826003
778	531.5124238
779	531.3688525
780	531.0772392
781	530.7176603
782	530.3598827
783	529.8790957
784	529.6319689
785	529.300991
786	528.9541832
787	528.4038859
788	528.2094959
789	527.9969656
790	527.428216
791	526.8753339
792	526.3520058
793	526.3198757
794	526.1823865
795	526.0087484
796	525.5833444
797	525.2128747
798	524.9191754
799	524.6730765
800	524.4646301
801	524.2357832
802	523.9316742
803	523.7057706
804	523.2469976
805	523.1153669
806	522.8348438
807	522.583288
808	522.5529999
809	522.4187062
810	522.2423671
811	522.166362
812	521.8168935
813	521.6564341
814	521.5383186
815	521.2922156
816	521.1579891
817	520.5668991
818	520.1356159
819	519.521069
820	519.4733406
821	519.2864187
822	518.8790929
823	518.7459199
824	518.4808169
825	518.3466098
826	517.8899463
827	517.4818836
828	517.3165662
829	517.1074936
830	516.5111286
831	516.0639498
832	515.6395778
833	515.2746822
834	515.0343823
835	514.9980324
836	514.7985689
837	514.640657
838	514.3336676
839	514.0849403
840	514.0044622
841	513.6216226
842	513.4619034
843	513.4097571
844	513.2566014
845	513.049973
846	512.6462792
847	512.3308788
848	512.1263266
849	511.9567103
850	511.7516721
851	511.6175284
852	511.0810791
853	510.4311525
854	510.2471174
855	509.728998
856	509.4640373
857	509.3105614
858	509.1527407
859	508.7078171
860	508.3018445
861	508.1317646
862	507.5843604
863	507.1096834
864	506.8787698
865	506.3358174
866	506.0359194
867	505.8380587
868	505.7652142
869	505.5439143
870	505.4983901
871	505.2644412
872	504.9015775
873	504.4272926
874	503.9098765
875	503.8690756
876	503.6855349
877	503.6631614
878	503.1640358
879	502.905179
880	502.6095512
881	502.3167138
882	502.1239274
883	501.995559
884	501.4926338
885	501.3038066
886	500.9719805
887	500.6715303
888	500.5125494
889	500.0703494
890	499.6328113
891	499.4934028
892	499.3963596
893	499.338307
894	499.0293008
895	498.8467401
896	498.723433
897	498.5330433
898	498.3719844
899	498.1845045
900	497.902276
901	497.5296282
902	497.4055017
903	496.8739323
904	496.5699507
905	496.2813235
906	495.7348667
907	495.4451203
908	495.2493242
909	495.1578601
910	495.1060257
911	494.8258982
912	494.4686289
913	494.2924119
914	493.9896321
915	493.9150683
916	493.6161689
917	493.1964161
918	492.9269897
919	492.6786281
920	492.2803155
921	492.1329692
922	491.8500623
923	491.2457363
924	491.2093579
925	490.7142006
926	490.3572675
927	490.1783699
928	489.6873798
929	489.5133022
930	489.3067686
931	489.2910479
932	488.9813165
933	488.731237
934	488.4518221
935	487.9979567
936	487.8089253
937	487.5099149
938	487.3043812
939	486.7972916
940	486.644738
941	486.4490766
942	486.3751484
943	486.0396903
944	485.9547368
945	485.5157436
946	485.1180845
947	485.0552892
948	484.8601007
949	484.392127
950	484.3651278
951	484.0977713
952	483.8475145
953	483.6490816
954	483.1201241
955	482.9950925
956	482.7472649
957	482.5586564
958	482.3185174
959	482.083601
960	481.7993068
961	481.2624148
962	480.7804699
963	480.386744
964	480.1372072
965	480.0188707
966	479.947692
967	479.6949853
968	479.6351265
969	479.629446
970	479.4637058
971	479.2831143
972	479.1267598
973	479.0451627
974	478.8882792
975	478.7241011
976	478.3375114
977	478.2251531
978	478.0620515
979	477.8952697
980	477.5149508
981	477.1952467
982	476.962676
983	476.530798
984	476.2471029
985	476.0899828
986	475.8969931
987	475.5113753
988	475.1570103
989	474.9727688
990	474.6178865
991	474.4505224
992	474.3567518
993	474.170872
994	474.0644445
995	473.575051
996	473.202337
997	472.8202075
998	472.4806544
999	472.2892513
1000	472.281746
1001	472.158589
1002	472.0616793
1003	471.7684488
1004	471.4051244
1005	471.2273938
1006	470.9253336
1007	470.6558226
1008	470.2966643
1009	470.2637783
1010	469.7882505
1011	469.4688003
1012	469.0761324
1013	468.5566476
1014	467.942703
1015	467.8029314
1016	467.5859569
1017	467.4417526
1018	467.1775094
1019	467.0337024
1020	466.7349814
1021	466.5625634
1022	466.1822943
1023	466.0883511
1024	465.8339371
1025	465.4820789
1026	465.1854371
1027	464.9356043
1028	464.6131758
1029	464.2411287
1030	463.9699231
1031	463.8496144
1032	463.6842784
1033	463.4930807
1034	463.3031115
1035	463.00091
1036	462.7071824
1037	462.5562604
1038	462.1015846
1039	461.8258714
1040	461.3977922
1041	461.2322286
1042	461.2159552
1043	461.1194651
1044	460.742734
1045	460.5956539
1046	460.3261977
1047	460.1912785
1048	460.0290018
1049	459.9098663
1050	459.7570555
1051	459.5245646
1052	458.9704248
1053	458.8739048
1054	458.5730952
1055	458.149846
1056	458.0069302
1057	457.5404203
1058	457.5249326
1059	457.2954033
1060	457.0172827
1061	456.6148094
1062	456.5842437
1063	456.287374
1064	456.1399957
1065	456.0208445
1066	455.709195
1067	455.4633466
1068	455.1156534
1069	454.8836404
1070	454.5806098
1071	454.120545
1072	453.9684379
1073	453.8444539
1074	453.5824123
1075	453.3105231
1076	453.1938993
1077	452.9388992
1078	452.5699738
1079	452.3505531
1080	451.8644914
1081	451.7921765
1082	451.639284
1083	451.3878634
1084	451.1270415
1085	450.9608231
1086	450.7792967
1087	450.6698966
1088	450.5227569
1089	450.4230514
1090	450.1068897
1091	449.7738737
1092	449.5399678
1093	449.344233
1094	449.0432423
1095	448.8324305
1096	448.689043
1097	448.3354349
1098	448.1737361
1099	447.8507797
1100	447.6115575
1101	447.3321496
1102	447.1739892
1103	446.8148155
1104	446.455164
1105	446.1968028
1106	445.8552347
1107	445.6783418
1108	445.35306
1109	445.2634627
1110	445.2542345
1111	445.2414291
1112	445.1239577
1113	444.9580381
1114	444.7477543
1115	444.6134966
1116	444.2301869
1117	444.1738284
1118	443.9263284
1119	443.5696628
1120	443.3995524
1121	443.1728798
1122	442.9955924
1123	442.6336642
1124	442.5275795
1125	442.3930827
1126	442.3026587
1127	442.0402898
1128	441.6402907
1129	441.2673265
1130	441.2091949
1131	440.964842
1132	440.8669761
1133	440.5940427
1134	440.34039
1135	440.3186311
1136	440.0778981
1137	439.7517321
1138	439.688701
1139	439.6545251
1140	439.4479799
1141	439.273669
1142	439.1296388
1143	438.9853656
1144	438.8228736
1145	438.5060836
1146	438.4982813
1147	438.2703479
1148	438.0366838
1149	437.821581
1150	437.5827798
1151	437.2718409
1152	437.1506019
1153	436.9215873
1154	436.686211
1155	436.6740263
1156	436.5218256
1157	436.203144
1158	436.0154147
1159	435.7263099
1160	435.5054104
1161	435.3649961
1162	435.1244092
1163	435.0729816
1164	435.0617304
1165	434.817892
1166	434.6103363
1167	434.393495
1168	434.2234489
1169	433.9793315
1170	433.7815817
1171	433.6402209
1172	433.4609093
1173	433.2209326
1174	433.0465596
1175	432.9033305
1176	432.8481542
1177	432.7238556
1178	432.6211556
1179	432.2594597
1180	432.0171742
1181	431.7988508
1182	431.5115017
1183	431.4013712
1184	431.3660001
1185	431.2100954
1186	431.0024142
1187	430.7193563
1188	430.5657622
1189	430.3891119
1190	430.2718536
1191	430.067523
1192	430.0506739
1193	429.944436
1194	429.6996237
1195	429.5174982
1196	429.4229484
1197	429.1352881
1198	429.0486152
1199	428.7675182
1200	428.6665003
1201	428.3353595
1202	428.2068735
1203	427.8283077
1204	427.5762627
1205	427.2965128
1206	426.9450769
1207	426.7511336
1208	426.3784669
1209	426.1933042
1210	426.010688
1211	425.8953133
1212	425.4685043
1213	425.4553207
1214	425.3242893
1215	425.0423901
1216	424.9721426
1217	424.7586944
1218	424.5336035
1219	424.371118
1220	424.3673269
1221	424.162503
1222	424.0282991
1223	423.9668175
1224	423.7788711
1225	423.6557376
1226	423.3271534
1227	423.0804128
1228	423.0541047
1229	423.025063
1230	422.8567217
1231	422.8092183
1232	422.4988846
1233	422.446723
1234	422.3331139
1235	422.1921406
1236	421.8963314
1237	421.5900936
1238	421.3215554
1239	421.2416651
1240	421.0460403
1241	420.996741
1242	420.8892491
1243	420.7664431
1244	420.6439847
1245	420.5056895
1246	420.3879257
1247	420.0532897
1248	419.8007177
1249	419.5507167
1250	419.4297335
1251	419.1650583
1252	418.8912122
1253	418.7317948
1254	418.7283764
1255	418.6489471
1256	418.361991
1257	418.1984757
1258	418.0559939
1259	417.8818092
1260	417.7103347
1261	417.5292496
1262	417.3369019
1263	417.3056473
1264	417.0035454
1265	416.9163026
1266	416.7679919
1267	416.6804576
1268	416.5585306
1269	416.2783741
1270	416.1353518
1271	415.7338388
1272	415.4764314
1273	415.3251193
1274	414.9646448
1275	414.9618648
1276	414.6007046
1277	414.4641385
1278	414.3746148
1279	414.1507772
1280	413.9520831
1281	413.8318203
1282	413.7084772
1283	413.5862968
1284	413.2909924
1285	413.2518859
1286	413.158604
1287	412.9952046
1288	412.8226091
1289	412.5172976
1290	412.2102279
1291	412.0225913
1292	411.9190552
1293	411.8020465
1294	411.4347648
1295	411.1531151
1296	410.8676721
1297	410.6883115
1298	410.5604772
1299	410.3784081
1300	410.262152
1301	410.1462251
1302	410.0516625
1303	409.7114684
1304	409.5046552
1305	409.3145094
1306	409.1460821
1307	409.0856604
1308	408.9500321
1309	408.8820548
1310	408.6386287
1311	408.6254715
1312	408.4642719
1313	408.4117442
1314	408.1615154
1315	407.9049959
1316	407.691478
1317	407.3843194
1318	407.3366687
1319	407.2299033
1320	406.9723081
1321	406.8916341
1322	406.6594687
1323	406.3058443
1324	406.083959
1325	405.8742867
1326	405.6589606
1327	405.5827688
1328	405.1896218
1329	405.1309316
1330	404.8669526
1331	404.8365712
1332	404.6791917
1333	404.2109117
1334	404.136399
1335	403.9822814
1336	403.8795963
1337	403.8170683
1338	403.6906958
1339	403.5418052
1340	403.3021869
1341	403.1005894
1342	402.9411655
1343	402.7387039
1344	402.6331916
1345	402.5563296
1346	402.5392922
1347	402.5231098
1348	402.4834706
1349	402.3372106
1350	402.1255772
1351	401.9625017
1352	401.6849497
1353	401.5494879
1354	401.3621025
1355	401.2176393
1356	400.9794483
1357	400.6249003
1358	400.5327213
1359	400.4096995
1360	400.1466137
1361	399.9226296
1362	399.5852328
1363	399.3974744
1364	399.0316192
1365	398.9319992
1366	398.9058999
1367	398.6815824
1368	398.3137263
1369	398.1539586
1370	398.0668686
1371	397.8261142
1372	397.6446969
1373	397.4326679
1374	397.2556874
1375	397.0844561
1376	396.8575814
1377	396.6805689
1378	396.664488
1379	396.3611286
1380	396.2991702
1381	396.0861032
1382	396.0608663
1383	395.9175289
1384	395.6923174
1385	395.5184339
1386	395.2062437
1387	395.2003537
1388	395.1770683
1389	395.0024453
1390	394.9313852
1391	394.7056782
1392	394.5886281
1393	394.3589724
1394	394.14724
1395	393.9681621
1396	393.7979953
1397	393.7918527
1398	393.7778709
1399	393.6909357
1400	393.6177441
1401	393.4634053
1402	393.2505389
1403	393.079614
1404	392.8240236
1405	392.6061602
1406	392.387252
1407	392.3736453
1408	392.2645912
1409	392.0927757
1410	391.9777508
1411	391.8048858
1412	391.6430207
1413	391.4447132
1414	391.2148064
1415	391.0035051
1416	390.8326681
1417	390.6195975
1418	390.4365254
1419	390.279812
1420	390.1382758
1421	389.9684456
1422	389.7355151
1423	389.4126604
1424	389.2731135
1425	389.1278614
1426	388.8487846
1427	388.7002874
1428	388.663848
1429	388.2752719
1430	388.0920564
1431	387.9846146
1432	387.8282502
1433	387.5563366
1434	387.2809492
1435	386.9105638
1436	386.7541775
1437	386.5218762
1438	386.3209813
1439	386.1576354
1440	385.9087322
1441	385.6599051
1442	385.6211498
1443	385.4368314
1444	385.3244815
1445	385.1559159
1446	385.1008337
1447	384.9663406
1448	384.8462517
1449	384.7618056
1450	384.5846185
1451	384.4115803
1452	384.3512303
1453	384.0973791
1454	383.9094955
1455	383.789016
1456	383.4892168
1457	383.4497961
1458	383.3028916
1459	383.161286
1460	382.9931226
1461	382.782248
1462	382.5899538
1463	382.4569655
1464	382.3199693
1465	382.1931286
1466	382.0657429
1467	381.8298459
1468	381.6476942
1469	381.5718262
1470	381.3777231
1471	381.1097968
1472	380.8218302
1473	380.7628179
1474	380.4728589
1475	380.1758013
1476	380.0954281
1477	379.9854218
1478	379.9231028
1479	379.8062077
1480	379.6108109
1481	379.4202113
1482	379.1616897
1483	378.8504723
1484	378.6846721
1485	378.4784184
1486	378.4047477
1487	378.2827898
1488	378.1630151
1489	377.9252619
1490	377.7323131
1491	377.6697026
1492	377.3353471
1493	377.0992151
1494	377.0706861
1495	376.9369019
1496	376.7078926
1497	376.6474152
1498	376.5545326
1499	376.4099107
1500	376.1791234
1501	376.054104
1502	376.0518028
1503	375.9269202
1504	375.6849539
1505	375.5496082
1506	375.3006051
1507	375.126675
1508	375.0043815
1509	374.7841537
1510	374.5738581
1511	374.4175915
1512	374.3247102
1513	374.2816847
1514	374.1343974
1515	373.9569688
1516	373.771648
1517	373.6118368
1518	373.3295739
1519	373.2257405
1520	372.9335032
1521	372.897702
1522	372.8085039
1523	372.5396025
1524	372.4541967
1525	372.3549232
1526	372.2600784
1527	372.1489486
1528	371.9911082
1529	371.8207969
1530	371.6724901
1531	371.5519804
1532	371.2141085
1533	371.199708
1534	371.0531038
1535	370.7707851
1536	370.5962174
1537	370.4413782
1538	370.2803953
1539	370.2390063
1540	370.1247473
1541	370.0427975
1542	369.9043968
1543	369.7309946
1544	369.615942
1545	369.3690088
1546	369.3602738
1547	369.3059683
1548	369.2012498
1549	369.1821704
1550	369.12219
1551	369.0683176
1552	368.9827049
1553	368.8648219
1554	368.8558517
1555	368.7162583
1556	368.4451759
1557	368.3778426
1558	368.3692192
1559	368.1080821
1560	368.0195854
1561	367.9443693
1562	367.7726957
1563	367.7063902
1564	367.581071
1565	367.4062788
1566	367.3407349
1567	367.1592064
1568	366.9261352
1569	366.841178
1570	366.836163
1571	366.8086422
1572	366.6366944
1573	366.5426036
1574	366.4943937
1575	366.407831
1576	366.353837
1577	366.2527962
1578	366.0851963
1579	365.9215213
1580	365.6023338
1581	365.4466924
1582	365.3487085
1583	365.1913311
1584	365.0772729
1585	365.0298213
1586	364.9021465
1587	364.7184365
1588	364.5548537
1589	364.4272165
1590	364.3328598
1591	364.2526448
1592	364.1464738
1593	363.9375468
1594	363.8737115
1595	363.7375628
1596	363.5798246
1597	363.5668841
1598	363.5040765
1599	363.3990773
1600	363.2845761
1601	363.0834755
1602	362.8700765
1603	362.7765983
1604	362.5403485
1605	362.5007694
1606	362.2423479
1607	362.0227201
1608	361.8976061
1609	361.685821
1610	361.6056945
1611	361.496379
1612	361.3910221
1613	361.2131027
1614	361.1051151
1615	361.0228916
1616	360.8570597
1617	360.8492115
1618	360.7665271
1619	360.6827305
1620	360.6419445
1621	360.6027875
1622	360.3936286
1623	360.1856684
1624	360.0482409
1625	359.9631642
1626	359.9215182
1627	359.750809
1628	359.6523292
1629	359.5548857
1630	359.3918046
1631	359.3363611
1632	359.1689813
1633	359.0695538
1634	358.87037
1635	358.6643347
1636	358.5760186
1637	358.4391105
1638	358.3298359
1639	358.0617253
1640	357.9616033
1641	357.8797682
1642	357.7648074
1643	357.6310493
1644	357.4067286
1645	357.3225902
1646	357.2624819
1647	357.1475348
1648	356.9433149
1649	356.8382549
1650	356.76658
1651	356.546418
1652	356.379294
1653	356.0949816
1654	355.8993183
1655	355.7597951
1656	355.6664545
1657	355.4906318
1658	355.3338608
1659	355.226241
1660	355.1469458
1661	355.007981
1662	354.7388441
1663	354.6607977
1664	354.451433
1665	354.3100834
1666	354.1529629
1667	354.0052816
1668	353.8087594
1669	353.6222183
1670	353.4892654
1671	353.3853102
1672	353.2888756
1673	353.0232385
1674	352.8906108
1675	352.8510721
1676	352.744854
1677	352.5657693
1678	352.4460046
1679	352.2756434
1680	352.1966252
1681	352.0287018
1682	351.811144
