iter	Passed	Remaining
1695	3061	14992
1696	3063	14990
1697	3065	14989
1698	3067	14986
1699	3069	14984
1700	3070	14982
1701	3072	14980
1702	3074	14978
1703	3086	15025
1704	3087	15022
1705	3089	15021
1706	3092	15022
1707	3094	15021
1708	3095	15018
1709	3097	15016
1710	3099	15015
1711	3101	15013
1712	3102	15011
1713	3104	15009
1714	3106	15009
1715	3108	15006
1716	3110	15005
1717	3112	15002
1718	3114	15002
1719	3116	15001
1720	3118	15003
1721	3121	15004
1722	3123	15004
1723	3125	15005
1724	3127	15004
1725	3129	15002
1726	3131	15001
1727	3134	15002
1728	3136	15003
1729	3138	15001
1730	3140	15001
1731	3142	15001
1732	3144	15001
1733	3147	15003
1734	3149	15000
1735	3151	15003
1736	3153	15003
1737	3155	15002
1738	3158	15001
1739	3160	15005
1740	3163	15006
1741	3165	15005
1742	3167	15004
1743	3169	15004
1744	3171	15001
1745	3173	15002
1746	3175	15003
1747	3177	15001
1748	3179	14998
1749	3181	14996
1750	3182	14994
1751	3184	14992
1752	3186	14989
1753	3188	14988
1754	3190	14989
1755	3192	14988
1756	3194	14986
1757	3196	14984
1758	3198	14982
1759	3201	14987
1760	3202	14985
1761	3204	14983
1762	3206	14981
1763	3208	14978
1764	3209	14976
1765	3211	14975
1766	3213	14972
1767	3215	14971
1768	3217	14970
1769	3219	14968
1770	3220	14965
1771	3222	14963
1772	3224	14961
1773	3225	14958
1774	3227	14956
1775	3229	14954
1776	3231	14952
1777	3232	14949
1778	3234	14947
1779	3236	14945
1780	3238	14943
1781	3240	14942
1782	3242	14941
1783	3244	14940
1784	3245	14937
1785	3247	14934
1786	3248	14931
1787	3250	14928
1788	3252	14926
1789	3254	14924
1790	3255	14922
1791	3257	14920
1792	3259	14917
1793	3260	14915
1794	3262	14913
1795	3264	14911
1796	3266	14909
1797	3267	14907
1798	3269	14905
1799	3271	14903
1800	3273	14901
1801	3274	14899
1802	3276	14896
1803	3278	14893
1804	3279	14890
1805	3281	14888
1806	3283	14887
1807	3285	14885
1808	3287	14883
1809	3288	14880
1810	3290	14877
1811	3291	14875
1812	3293	14872
1813	3295	14870
1814	3296	14866
1815	3298	14865
1816	3300	14862
1817	3301	14859
1818	3303	14856
1819	3304	14853
1820	3306	14852
1821	3308	14850
1822	3310	14847
1823	3312	14846
1824	3313	14844
1825	3315	14843
1826	3317	14841
1827	3319	14839
1828	3321	14836
1829	3322	14834
1830	3324	14831
1831	3326	14830
1832	3327	14828
1833	3329	14825
1834	3331	14822
1835	3332	14819
1836	3334	14816
1837	3335	14813
1838	3337	14810
1839	3339	14809
1840	3341	14811
1841	3343	14808
1842	3346	14811
1843	3347	14808
1844	3349	14805
1845	3351	14803
1846	3352	14799
1847	3355	14799
1848	3356	14798
1849	3358	14795
1850	3360	14793
1851	3361	14790
1852	3363	14787
1853	3364	14783
1854	3366	14780
1855	3368	14779
1856	3369	14777
1857	3371	14774
1858	3373	14772
1859	3374	14769
1860	3376	14767
1861	3378	14764
1862	3380	14763
1863	3382	14761
1864	3383	14760
1865	3385	14758
1866	3387	14756
1867	3389	14753
1868	3390	14751
1869	3392	14748
1870	3393	14745
1871	3395	14744
1872	3397	14742
1873	3399	14739
1874	3401	14737
1875	3402	14735
1876	3403	14731
1877	3405	14728
1878	3407	14725
1879	3408	14722
1880	3410	14722
1881	3412	14720
1882	3414	14718
1883	3416	14716
1884	3417	14713
1885	3419	14711
1886	3421	14708
1887	3422	14705
1888	3424	14704
1889	3426	14703
1890	3428	14701
1891	3429	14698
1892	3431	14696
1893	3433	14694
1894	3434	14691
1895	3436	14688
1896	3438	14687
1897	3440	14686
1898	3441	14683
1899	3443	14680
1900	3445	14677
1901	3446	14674
1902	3448	14672
1903	3449	14669
1904	3451	14667
1905	3454	14668
1906	3455	14666
1907	3457	14663
1908	3459	14661
1909	3461	14659
1910	3462	14656
1911	3463	14653
1912	3465	14649
1913	3467	14650
1914	3469	14646
1915	3470	14644
1916	3472	14640
1917	3473	14638
1918	3475	14635
1919	3477	14632
1920	3478	14629
1921	3480	14628
1922	3482	14626
1923	3483	14623
1924	3485	14620
1925	3486	14617
1926	3488	14614
1927	3489	14611
1928	3491	14609
1929	3494	14609
1930	3495	14606
1931	3497	14604
1932	3498	14601
1933	3500	14598
1934	3501	14594
1935	3503	14592
1936	3504	14589
1937	3507	14589
1938	3509	14588
1939	3510	14585
1940	3512	14583
1941	3514	14580
1942	3515	14578
1943	3517	14577
1944	3519	14575
1945	3521	14574
1946	3523	14572
1947	3525	14570
1948	3526	14568
1949	3528	14565
1950	3529	14562
1951	3531	14559
1952	3533	14557
1953	3534	14555
1954	3536	14554
1955	3538	14553
1956	3540	14551
1957	3542	14549
1958	3544	14550
1959	3546	14548
1960	3551	14557
1961	3552	14554
1962	3554	14551
1963	3556	14550
1964	3558	14550
1965	3560	14548
1966	3562	14547
1967	3564	14546
1968	3565	14544
1969	3567	14543
1970	3569	14540
1971	3571	14538
1972	3573	14537
1973	3575	14535
1974	3577	14537
1975	3579	14535
1976	3581	14533
1977	3583	14531
1978	3584	14528
1979	3586	14526
1980	3588	14524
1981	3589	14522
1982	3591	14520
1983	3593	14518
1984	3595	14516
1985	3596	14513
1986	3598	14510
1987	3599	14507
1988	3601	14504
1989	3602	14502
1990	3604	14501
1991	3606	14498
1992	3608	14496
1993	3609	14494
1994	3611	14490
1995	3612	14487
1996	3614	14485
1997	3616	14482
1998	3618	14481
1999	3619	14479
2000	3621	14477
2001	3623	14475
2002	3624	14472
2003	3626	14469
2004	3628	14467
2005	3629	14463
2006	3630	14460
2007	3633	14459
2008	3634	14457
2009	3636	14455
2010	3638	14453
2011	3640	14451
2012	3641	14448
2013	3643	14446
2014	3645	14445
2015	3649	14453
2016	3651	14450
2017	3652	14446
2018	3654	14444
2019	3655	14441
2020	3657	14438
2021	3658	14436
2022	3660	14435
2023	3662	14433
2024	3664	14430
2025	3665	14428
2026	3667	14425
2027	3669	14423
2028	3670	14420
2029	3672	14417
2030	3674	14415
2031	3675	14413
2032	3677	14411
2033	3679	14409
2034	3680	14407
2035	3682	14404
2036	3684	14401
2037	3685	14399
2038	3687	14397
2039	3689	14396
2040	3691	14394
2041	3692	14391
2042	3694	14388
2043	3695	14385
2044	3697	14383
2045	3699	14380
2046	3700	14379
2047	3702	14376
2048	3704	14375
2049	3706	14373
2050	3708	14371
2051	3709	14368
2052	3711	14366
2053	3712	14363
2054	3714	14361
2055	3716	14359
2056	3718	14356
2057	3719	14354
2058	3721	14351
2059	3722	14348
2060	3724	14347
2061	3726	14344
2062	3727	14342
2063	3729	14340
2064	3731	14339
2065	3733	14337
2066	3734	14334
2067	3736	14331
2068	3737	14328
2069	3739	14326
2070	3741	14324
2071	3743	14322
2072	3744	14319
2073	3746	14317
2074	3748	14314
2075	3749	14313
2076	3751	14311
2077	3753	14310
2078	3755	14307
2079	3757	14306
2080	3759	14305
2081	3761	14303
2082	3762	14301
2083	3764	14299
2084	3766	14296
2085	3767	14294
2086	3769	14291
2087	3771	14290
2088	3772	14288
2089	3774	14285
2090	3776	14283
2091	3778	14281
2092	3779	14279
2093	3781	14276
2094	3783	14274
2095	3785	14273
2096	3787	14272
2097	3788	14270
2098	3790	14268
2099	3792	14266
2100	3794	14264
2101	3795	14260
2102	3796	14258
2103	3799	14257
2104	3801	14256
2105	3802	14254
2106	3804	14251
2107	3806	14249
2108	3808	14248
2109	3809	14246
2110	3811	14243
2111	3813	14242
2112	3815	14241
2113	3817	14239
2114	3818	14236
2115	3820	14233
2116	3821	14231
2117	3823	14229
2118	3825	14226
2119	3827	14225
2120	3829	14223
2121	3830	14222
2122	3832	14220
2123	3834	14217
2124	3835	14215
2125	3837	14212
2126	3838	14209
2127	3840	14207
2128	3842	14206
2129	3844	14203
2130	3845	14201
2131	3847	14199
2132	3849	14197
2133	3851	14195
2134	3852	14192
2135	3854	14190
2136	3856	14189
2137	3858	14187
2138	3859	14185
2139	3861	14182
2140	3863	14181
2141	3865	14179
2142	3866	14176
2143	3868	14174
2144	3870	14174
2145	3872	14173
2146	3885	14212
2147	3887	14210
2148	3888	14207
2149	3890	14205
2150	3892	14203
2151	3894	14201
2152	3895	14198
2153	3897	14197
2154	3899	14196
2155	3901	14194
2156	3903	14192
2157	3905	14190
2158	3907	14190
2159	3908	14188
2160	3910	14186
2161	3912	14185
2162	3914	14182
2163	3916	14180
2164	3917	14178
2165	3919	14176
2166	3921	14173
2167	3923	14172
2168	3925	14171
2169	3926	14168
2170	3928	14167
2171	3930	14165
2172	3932	14163
2173	3933	14160
2174	3935	14158
2175	3937	14156
2176	3938	14153
2177	3940	14151
2178	3942	14149
2179	3943	14147
2180	3945	14144
2181	3946	14141
2182	3948	14138
2183	3950	14136
2184	3951	14134
2185	3953	14133
2186	3955	14130
2187	3956	14127
2188	3958	14125
2189	3960	14122
2190	3961	14119
2191	3963	14117
2192	3964	14114
2193	3966	14113
2194	3968	14112
2195	3970	14109
2196	3971	14106
2197	3973	14104
2198	3975	14101
2199	3976	14099
2200	3978	14097
2201	3980	14096
2202	3982	14094
2203	3983	14091
2204	3985	14088
2205	3986	14085
2206	3988	14083
2207	3989	14080
2208	3991	14078
2209	3993	14075
2210	3995	14074
2211	3996	14071
2212	3998	14068
2213	3999	14065
2214	4001	14062
2215	4002	14060
2216	4004	14057
2217	4006	14055
2218	4008	14055
2219	4009	14052
2220	4011	14050
2221	4013	14047
2222	4014	14045
2223	4016	14043
2224	4018	14040
2225	4019	14038
2226	4021	14037
2227	4023	14035
2228	4025	14033
2229	4027	14031
2230	4028	14029
2231	4030	14026
2232	4032	14024
2233	4033	14022
2234	4036	14023
2235	4037	14020
2236	4039	14018
2237	4041	14017
2238	4043	14017
2239	4045	14015
2240	4047	14012
2241	4049	14011
2242	4050	14009
2243	4052	14007
2244	4054	14004
2245	4055	14002
2246	4058	14001
2247	4060	14001
2248	4063	14002
2249	4064	14001
2250	4066	13999
2251	4068	13997
2252	4070	13994
2253	4071	13992
2254	4073	13989
2255	4074	13987
2256	4077	13986
2257	4078	13985
2258	4080	13982
2259	4082	13981
2260	4083	13976
2261	4085	13974
2262	4086	13972
2263	4088	13970
2264	4090	13968
2265	4092	13966
2266	4093	13963
2267	4095	13961
2268	4096	13958
2269	4098	13955
2270	4099	13953
2271	4101	13949
2272	4103	13948
2273	4105	13946
2274	4106	13945
2275	4108	13942
2276	4109	13939
2277	4111	13936
2278	4112	13934
2279	4114	13932
2280	4116	13930
2281	4118	13928
2282	4120	13926
2283	4121	13924
2284	4123	13921
2285	4124	13919
2286	4126	13917
2287	4128	13914
2288	4129	13912
2289	4145	13955
2290	4146	13953
2291	4148	13950
2292	4149	13947
2293	4151	13944
2294	4152	13942
2295	4154	13938
2296	4155	13935
2297	4156	13932
2298	4158	13930
2299	4160	13928
2300	4162	13928
2301	4164	13926
2302	4165	13923
2303	4167	13920
2304	4168	13917
2305	4170	13915
2306	4172	13913
2307	4173	13910
2308	4176	13911
2309	4177	13907
2310	4179	13904
2311	4180	13901
2312	4182	13899
2313	4184	13897
2314	4185	13894
2315	4187	13892
2316	4189	13892
2317	4198	13913
2318	4200	13911
2319	4201	13908
2320	4203	13905
2321	4205	13905
2322	4207	13903
2323	4208	13901
2324	4210	13898
2325	4211	13895
2326	4213	13893
2327	4214	13890
2328	4216	13887
2329	4218	13886
2330	4220	13883
2331	4221	13881
2332	4223	13878
2333	4224	13876
2334	4226	13873
2335	4227	13870
2336	4229	13868
2337	4231	13867
2338	4233	13865
2339	4235	13863
2340	4236	13861
2341	4238	13858
2342	4240	13856
2343	4241	13854
2344	4243	13852
2345	4245	13851
2346	4246	13848
2347	4248	13846
2348	4250	13844
2349	4252	13841
2350	4253	13839
2351	4255	13837
2352	4257	13834
2353	4258	13832
2354	4260	13830
2355	4262	13828
2356	4263	13825
2357	4265	13823
2358	4266	13820
2359	4268	13818
2360	4270	13815
2361	4271	13813
2362	4273	13812
2363	4275	13810
2364	4277	13808
2365	4278	13805
2366	4280	13803
2367	4281	13800
2368	4283	13798
2369	4284	13795
2370	4287	13794
2371	4288	13792
2372	4290	13791
2373	4292	13788
2374	4294	13786
2375	4295	13783
2376	4297	13781
2377	4298	13778
2378	4300	13776
2379	4302	13775
2380	4304	13773
2381	4305	13771
2382	4307	13768
2383	4309	13766
2384	4311	13764
2385	4312	13762
2386	4314	13761
2387	4316	13760
2388	4318	13757
2389	4319	13754
2390	4321	13752
2391	4323	13750
2392	4324	13747
2393	4326	13745
2394	4327	13742
2395	4330	13741
2396	4331	13739
2397	4333	13737
2398	4334	13735
2399	4336	13732
2400	4338	13729
2401	4339	13727
2402	4341	13725
2403	4343	13725
2404	4345	13723
2405	4347	13721
2406	4348	13718
2407	4350	13716
2408	4352	13714
2409	4353	13711
2410	4355	13709
2411	4357	13708
2412	4359	13706
2413	4361	13705
2414	4363	13703
2415	4364	13700
2416	4366	13698
2417	4367	13695
2418	4369	13694
2419	4371	13693
2420	4373	13692
2421	4375	13689
2422	4376	13686
2423	4378	13684
2424	4379	13681
2425	4381	13678
2426	4383	13676
2427	4385	13675
2428	4386	13673
2429	4388	13672
2430	4390	13669
2431	4392	13667
2432	4393	13664
2433	4394	13661
2434	4396	13658
2435	4398	13656
2436	4399	13654
2437	4401	13652
2438	4403	13649
2439	4404	13647
2440	4406	13644
2441	4407	13641
2442	4409	13639
2443	4410	13636
2444	4412	13635
2445	4414	13633
2446	4416	13631
2447	4418	13630
2448	4419	13627
2449	4421	13625
2450	4422	13622
2451	4424	13620
2452	4426	13620
2453	4433	13633
2454	4435	13631
2455	4436	13628
2456	4438	13625
2457	4439	13622
2458	4441	13621
2459	4443	13619
2460	4445	13617
2461	4447	13615
2462	4448	13613
2463	4450	13610
2464	4451	13608
2465	4453	13606
2466	4455	13604
2467	4456	13602
2468	4458	13599
2469	4460	13598
2470	4462	13596
2471	4464	13594
2472	4465	13591
2473	4467	13589
2474	4469	13590
2475	4471	13588
2476	4473	13586
2477	4475	13584
2478	4476	13581
2479	4478	13579
2480	4479	13577
2481	4481	13574
2482	4483	13574
2483	4485	13573
2484	4488	13572
2485	4489	13570
2486	4491	13567
2487	4492	13565
2488	4494	13563
2489	4496	13562
2490	4498	13560
2491	4500	13558
2492	4502	13556
2493	4503	13554
2494	4505	13553
2495	4507	13550
2496	4509	13548
2497	4510	13547
2498	4512	13545
2499	4514	13544
2500	4516	13542
2501	4518	13540
2502	4520	13538
2503	4521	13535
2504	4523	13533
2505	4524	13531
2506	4527	13530
2507	4528	13528
2508	4530	13527
2509	4532	13524
2510	4533	13521
2511	4536	13522
2512	4539	13524
2513	4541	13522
2514	4542	13520
2515	4544	13518
2516	4546	13516
2517	4548	13514
2518	4549	13512
2519	4552	13511
2520	4553	13510
2521	4555	13508
2522	4557	13507
2523	4559	13506
2524	4561	13505
2525	4563	13502
2526	4565	13502
2527	4567	13500
2528	4569	13497
2529	4570	13495
2530	4572	13493
2531	4573	13490
2532	4575	13487
2533	4577	13486
2534	4579	13484
2535	4581	13483
2536	4582	13481
2537	4584	13479
2538	4586	13476
2539	4587	13474
2540	4590	13473
2541	4591	13472
2542	4593	13471
2543	4595	13468
2544	4596	13465
2545	4598	13462
2546	4600	13460
2547	4601	13459
2548	4603	13456
2549	4605	13454
2550	4606	13452
2551	4608	13450
2552	4610	13448
2553	4612	13446
2554	4613	13444
2555	4615	13442
2556	4617	13440
2557	4618	13437
2558	4620	13436
2559	4622	13435
2560	4624	13433
2561	4626	13430
2562	4627	13428
2563	4629	13425
2564	4630	13422
2565	4631	13419
2566	4633	13417
2567	4635	13415
2568	4637	13413
2569	4639	13411
2570	4640	13409
2571	4642	13407
2572	4644	13405
2573	4645	13403
2574	4647	13400
2575	4649	13399
2576	4651	13397
2577	4653	13396
2578	4654	13393
2579	4656	13392
2580	4658	13389
2581	4660	13388
2582	4661	13385
2583	4663	13383
2584	4665	13381
2585	4666	13380
2586	4668	13377
2587	4670	13375
2588	4671	13372
2589	4673	13371
2590	4675	13369
2591	4677	13367
2592	4679	13365
2593	4680	13364
2594	4682	13362
2595	4684	13360
2596	4686	13358
2597	4687	13356
2598	4689	13355
2599	4691	13353
2600	4693	13352
2601	4695	13351
2602	4697	13349
2603	4699	13347
2604	4701	13345
2605	4702	13342
2606	4704	13341
2607	4706	13339
2608	4708	13337
2609	4709	13335
2610	4711	13332
2611	4713	13331
2612	4714	13328
2613	4716	13326
2614	4718	13325
2615	4720	13323
2616	4721	13321
2617	4723	13319
2618	4725	13316
2619	4726	13313
2620	4728	13311
2621	4729	13309
2622	4731	13308
2623	4733	13306
2624	4735	13304
2625	4737	13302
2626	4738	13299
2627	4740	13297
2628	4741	13294
2629	4743	13293
2630	4745	13291
2631	4747	13290
2632	4749	13288
2633	4751	13286
2634	4752	13283
2635	4753	13280
2636	4755	13279
2637	4757	13277
2638	4759	13275
2639	4761	13273
2640	4762	13271
2641	4764	13269
2642	4766	13267
2643	4768	13265
2644	4769	13263
2645	4771	13261
2646	4773	13259
2647	4775	13257
2648	4777	13256
2649	4778	13254
2650	4780	13251
2651	4782	13250
2652	4783	13248
2653	4785	13245
2654	4787	13243
2655	4789	13242
2656	4790	13240
2657	4792	13238
2658	4794	13236
2659	4795	13233
2660	4797	13231
2661	4799	13229
2662	4800	13226
2663	4802	13225
2664	4804	13224
2665	4806	13222
2666	4808	13220
2667	4809	13218
2668	4811	13216
2669	4813	13214
2670	4814	13211
2671	4816	13209
2672	4818	13207
2673	4820	13205
2674	4821	13203
2675	4823	13201
2676	4825	13199
2677	4826	13197
2678	4828	13194
2679	4830	13193
2680	4831	13191
2681	4834	13189
2682	4835	13187
2683	4837	13185
2684	4838	13182
2685	4840	13180
2686	4841	13178
2687	4844	13177
2688	4846	13176
2689	4847	13174
2690	4849	13172
2691	4851	13170
2692	4853	13169
2693	4855	13168
2694	4857	13166
2695	4859	13165
2696	4861	13162
2697	4862	13160
2698	4864	13158
2699	4865	13155
2700	4867	13153
2701	4869	13151
2702	4871	13151
2703	4873	13149
2704	4875	13148
2705	4877	13146
2706	4878	13144
2707	4880	13142
2708	4882	13140
2709	4884	13138
2710	4886	13138
2711	4888	13136
2712	4889	13133
2713	4891	13131
2714	4893	13129
2715	4894	13127
2716	4896	13124
2717	4897	13122
2718	4900	13121
2719	4902	13120
2720	4903	13118
2721	4905	13116
2722	4907	13114
2723	4908	13112
2724	4910	13109
2725	4912	13107
2726	4914	13107
2727	4916	13105
2728	4918	13104
2729	4919	13101
2730	4921	13099
2731	4923	13097
2732	4924	13094
2733	4926	13092
2734	4928	13092
2735	4930	13090
2736	4932	13088
2737	4934	13086
2738	4935	13084
2739	4937	13082
2740	4939	13080
2741	4941	13080
2742	4943	13078
2743	4945	13076
2744	4946	13074
2745	4948	13072
2746	4950	13069
2747	4951	13067
2748	4953	13065
2749	4955	13063
2750	4956	13061
2751	4958	13058
2752	4959	13056
2753	4961	13054
2754	4963	13051
2755	4964	13049
2756	4966	13047
2757	4968	13045
2758	4970	13044
2759	4971	13041
2760	4973	13039
2761	4974	13037
2762	4976	13034
2763	4978	13032
2764	4979	13030
2765	4981	13027
2766	4983	13026
2767	4985	13024
2768	4987	13023
2769	4988	13020
2770	4990	13018
2771	4991	13015
2772	4993	13013
2773	4994	13010
2774	4996	13009
2775	4998	13006
2776	4999	13004
2777	5001	13002
2778	5003	13000
2779	5005	12999
2780	5006	12997
2781	5008	12995
2782	5010	12994
2783	5012	12993
2784	5014	12991
2785	5016	12989
2786	5018	12987
2787	5019	12985
2788	5021	12983
2789	5023	12983
2790	5025	12981
2791	5027	12979
2792	5029	12977
2793	5031	12975
2794	5032	12973
2795	5034	12971
2796	5036	12969
2797	5037	12966
2798	5039	12964
2799	5041	12962
2800	5042	12960
2801	5044	12957
2802	5045	12955
2803	5047	12954
2804	5049	12952
2805	5053	12955
2806	5056	12956
2807	5058	12956
2808	5060	12955
2809	5062	12954
2810	5064	12952
2811	5066	12951
2812	5068	12950
2813	5070	12948
2814	5072	12946
2815	5074	12944
2816	5075	12942
2817	5077	12940
2818	5079	12938
2819	5081	12937
2820	5082	12934
2821	5084	12932
2822	5085	12930
2823	5087	12928
2824	5089	12926
2825	5091	12923
2826	5092	12921
2827	5095	12921
2828	5096	12919
2829	5098	12917
2830	5100	12915
2831	5101	12912
2832	5103	12911
2833	5105	12908
2834	5106	12906
2835	5108	12905
2836	5110	12903
2837	5112	12901
2838	5113	12898
2839	5115	12896
2840	5116	12894
2841	5118	12891
2842	5120	12889
2843	5122	12888
2844	5124	12886
2845	5125	12884
2846	5127	12882
2847	5129	12880
2848	5130	12878
2849	5132	12876
2850	5134	12873
2851	5136	12872
2852	5137	12870
2853	5139	12868
2854	5140	12865
2855	5142	12863
2856	5144	12861
2857	5145	12859
2858	5147	12857
2859	5149	12856
2860	5151	12855
2861	5153	12852
2862	5154	12850
2863	5156	12848
2864	5158	12845
2865	5159	12843
2866	5161	12841
2867	5163	12840
2868	5165	12838
2869	5166	12836
2870	5168	12833
2871	5169	12831
2872	5171	12829
2873	5173	12827
2874	5174	12824
2875	5177	12823
2876	5178	12822
2877	5180	12819
2878	5181	12817
2879	5183	12814
2880	5185	12813
2881	5187	12811
2882	5188	12808
2883	5190	12806
2884	5192	12805
2885	5194	12804
2886	5195	12801
2887	5197	12799
2888	5199	12799
2889	5201	12797
2890	5203	12795
2891	5205	12794
2892	5207	12792
2893	5209	12790
2894	5210	12788
2895	5212	12785
2896	5214	12784
2897	5215	12781
2898	5217	12779
2899	5219	12778
2900	5221	12776
2901	5222	12773
2902	5223	12771
2903	5225	12769
2904	5227	12767
2905	5229	12765
2906	5230	12762
2907	5232	12761
2908	5234	12759
2909	5236	12757
2910	5237	12755
2911	5239	12752
2912	5240	12750
2913	5242	12748
2914	5244	12745
2915	5245	12743
2916	5247	12742
2917	5249	12739
2918	5250	12737
2919	5252	12735
2920	5254	12733
2921	5255	12730
2922	5257	12728
2923	5258	12726
2924	5260	12724
2925	5262	12722
2926	5263	12719
2927	5265	12717
2928	5266	12715
2929	5268	12712
2930	5270	12710
2931	5271	12708
2932	5273	12706
2933	5275	12705
2934	5277	12703
2935	5278	12701
2936	5280	12699
2937	5282	12697
2938	5283	12694
2939	5285	12692
2940	5287	12691
2941	5289	12689
2942	5291	12687
2943	5292	12685
2944	5294	12683
2945	5296	12681
2946	5297	12678
2947	5299	12676
2948	5301	12674
2949	5303	12673
2950	5304	12671
2951	5306	12669
2952	5307	12666
2953	5309	12664
2954	5311	12661
2955	5312	12659
2956	5314	12657
2957	5316	12656
2958	5318	12654
2959	5320	12653
2960	5321	12651
2961	5323	12649
2962	5325	12647
2963	5326	12644
2964	5328	12642
2965	5330	12640
2966	5332	12639
2967	5333	12637
2968	5335	12635
2969	5337	12633
2970	5338	12630
2971	5340	12628
2972	5342	12626
2973	5344	12625
2974	5345	12623
2975	5347	12621
2976	5349	12619
2977	5350	12617
2978	5352	12614
2979	5354	12612
2980	5355	12610
2981	5357	12609
2982	5359	12607
2983	5361	12605
2984	5362	12603
2985	5364	12600
2986	5366	12598
2987	5367	12596
2988	5369	12594
2989	5371	12592
2990	5373	12591
2991	5375	12589
2992	5376	12587
2993	5378	12585
2994	5379	12582
2995	5381	12580
2996	5383	12579
2997	5384	12576
2998	5387	12575
2999	5388	12573
3000	5390	12571
3001	5392	12569
3002	5393	12567
3003	5395	12565
3004	5397	12563
3005	5398	12560
3006	5400	12559
3007	5402	12558
3008	5404	12555
3009	5405	12553
3010	5407	12551
3011	5408	12549
3012	5410	12547
3013	5412	12544
3014	5414	12542
3015	5415	12540
3016	5417	12538
3017	5418	12536
3018	5420	12534
3019	5422	12533
3020	5424	12531
3021	5425	12528
3022	5427	12526
3023	5429	12525
3024	5431	12523
3025	5433	12521
3026	5434	12519
3027	5436	12517
3028	5438	12515
3029	5439	12513
3030	5441	12511
3031	5443	12509
3032	5445	12507
3033	5446	12505
3034	5448	12503
3035	5449	12501
3036	5451	12499
3037	5453	12497
3038	5454	12494
3039	5456	12493
3040	5458	12491
3041	5460	12489
3042	5461	12487
3043	5463	12484
3044	5465	12483
3045	5466	12480
3046	5468	12478
3047	5470	12476
3048	5472	12474
3049	5473	12472
3050	5475	12470
3051	5476	12468
3052	5478	12466
3053	5480	12464
3054	5482	12462
3055	5484	12461
3056	5485	12459
3057	5487	12457
3058	5489	12455
3059	5491	12453
3060	5492	12451
3061	5494	12449
3062	5496	12447
3063	5498	12445
3064	5499	12444
3065	5501	12443
3066	5503	12440
3067	5505	12438
3068	5506	12436
3069	5508	12434
3070	5509	12431
3071	5511	12430
3072	5513	12428
3073	5515	12426
3074	5516	12424
3075	5518	12421
3076	5520	12419
3077	5521	12417
3078	5523	12415
3079	5525	12413
3080	5527	12413
3081	5529	12410
3082	5530	12408
3083	5532	12406
3084	5534	12404
3085	5535	12402
3086	5537	12400
3087	5539	12398
3088	5541	12397
3089	5543	12395
3090	5545	12394
3091	5547	12393
3092	5549	12393
3093	5551	12391
3094	5555	12394
3095	5558	12394
3096	5560	12393
3097	5561	12390
3098	5563	12389
3099	5565	12387
3100	5567	12387
3101	5569	12385
3102	5571	12383
3103	5573	12381
3104	5574	12379
3105	5592	12413
3106	5594	12411
3107	5595	12408
3108	5597	12406
3109	5599	12404
3110	5601	12403
3111	5602	12401
3112	5604	12398
3113	5606	12396
3114	5607	12394
3115	5609	12391
3116	5610	12390
3117	5612	12388
3118	5614	12386
3119	5616	12384
3120	5617	12382
3121	5619	12379
3122	5620	12377
3123	5622	12375
3124	5624	12373
3125	5626	12372
3126	5627	12370
3127	5629	12368
3128	5631	12365
3129	5633	12363
3130	5634	12361
3131	5636	12359
3132	5637	12357
3133	5639	12356
3134	5641	12353
3135	5643	12351
3136	5644	12349
3137	5646	12346
3138	5647	12344
3139	5649	12341
3140	5650	12339
3141	5652	12337
3142	5654	12335
3143	5656	12334
3144	5657	12332
3145	5659	12329
3146	5661	12327
3147	5662	12325
3148	5664	12323
3149	5666	12321
3150	5667	12319
3151	5669	12317
3152	5671	12315
3153	5673	12313
3154	5674	12311
3155	5676	12309
3156	5677	12306
3157	5679	12304
3158	5680	12302
3159	5682	12300
3160	5684	12298
3161	5686	12296
3162	5687	12294
3163	5689	12292
3164	5690	12289
3165	5692	12287
3166	5694	12286
3167	5696	12284
3168	5698	12282
3169	5699	12280
3170	5701	12278
3171	5703	12276
3172	5704	12274
3173	5706	12272
3174	5708	12271
3175	5710	12269
3176	5712	12267
3177	5713	12265
3178	5715	12263
3179	5717	12262
3180	5719	12260
3181	5721	12259
3182	5723	12258
3183	5725	12256
3184	5727	12254
3185	5728	12252
3186	5730	12250
3187	5732	12248
3188	5733	12245
3189	5735	12244
3190	5737	12242
3191	5739	12240
3192	5740	12238
3193	5742	12236
3194	5743	12233
3195	5745	12231
3196	5746	12228
3197	5748	12226
3198	5750	12224
3199	5751	12222
3200	5753	12220
3201	5754	12217
3202	5756	12216
3203	5758	12213
3204	5760	12212
3205	5761	12209
3206	5763	12207
3207	5765	12206
3208	5766	12204
3209	5768	12201
3210	5770	12199
3211	5771	12197
3212	5773	12194
3213	5774	12193
3214	5776	12190
3215	5778	12189
3216	5780	12187
3217	5781	12185
3218	5783	12183
3219	5785	12180
3220	5786	12179
3221	5788	12176
3222	5789	12174
3223	5791	12173
3224	5794	12171
3225	5795	12169
3226	5797	12167
3227	5798	12165
3228	5800	12163
3229	5802	12161
3230	5803	12159
3231	5805	12157
3232	5807	12155
3233	5809	12153
3234	5810	12151
3235	5812	12149
3236	5814	12147
3237	5815	12144
3238	5817	12142
3239	5819	12141
3240	5821	12139
3241	5823	12138
3242	5824	12136
3243	5826	12134
3244	5828	12132
3245	5830	12130
3246	5831	12128
3247	5833	12127
3248	5835	12126
